steel grade;weight;forbidden;mandatory;cost0;cost1;cost2;cost3;cost4;cost5;cost6;flows
KM50;48659;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
KM50;24330;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
KM50;24330;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
KM50;24330;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;24330;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;48659;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM30;22214;0;0;0.00199442;0.00217226;0.00277186;0.00567697;0.0130556;0.0252471;0.0422437;GEBEITST,
KM30;22214;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
KM30;22214;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;23272;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
KM50;23272;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
KM50;23272;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
KM50;23272;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K110;87823;0;0;0.00283292;0.00249087;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;CAPL,TTS,
K110;58889;0;0;0.00351372;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;0.00330309;CAPL,TTS,
K110;29444;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;CAPL,TTS,
K110;58889;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;CAPL,TTS,
K110;58889;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;CAPL,TTS,
K110;58889;0;0;0.00654204;0.00610204;0.00533308;0.00456995;0.00382354;0.00311568;0.00196477;CAPL,TTS,
K110;58889;0;0;0.00731204;0.00687204;0.00610204;0.00533308;0.00456995;0.00382354;0.00196477;CAPL,TTS,
K110;29444;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;CAPL,TTS,
K110;58889;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;CAPL,TTS,
K110;58889;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;CAPL,TTS,
LK70;29946;0;0;0.00321322;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;SG3,SDG,TTS,HDG,
LK70;29946;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;SG3,SDG,TTS,HDG,
LK70;29946;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG3,SDG,TTS,HDG,
KM50;23272;0;0;0.00199442;0.00217226;0.00277186;0.00567697;0.0130556;0.0252471;0.0422437;GEBEITST,
KM50;23272;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;GEBEITST,
KM50;23272;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;GEBEITST,
KM50;23272;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
KM50;23272;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
T230;9906;0;0;0.031934;0.0395169;0.0510236;0.0750055;0.103885;0.137663;0.176341;SG3,SDG,TTS,HDG,
T230;26362;0;0;0.0296055;0.0368895;0.0479972;0.0712798;0.0994592;0.132538;0.170516;SG3,SDG,TTS,HDG,
T230;52724;0;0;0.0252471;0.031934;0.0422437;0.0641281;0.0909081;0.122587;0.159165;SG3,SDG,TTS,HDG,
T230;26362;0;0;0.023217;0.0296055;0.0395169;0.0607021;0.0867826;0.117761;0.153639;SG3,SDG,TTS,HDG,
T230;158173;0;0;0.0194514;0.0252471;0.0343621;0.0541498;0.0788313;0.10841;0.142889;SG3,SDG,TTS,HDG,
T230;184535;0;0;0.0104179;0.0145202;0.0212855;0.0368895;0.057376;0.082757;0.113036;SG3,SDG,TTS,HDG,
T230;131811;0;0;0.00450773;0.00639731;0.0104179;0.0212855;0.0368895;0.057376;0.082757;SG3,SDG,TTS,HDG,
T230;158173;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;SG3,SDG,TTS,HDG,
T230;105449;0;0;0.00196477;0.00199442;0.00227747;0.00404042;0.00923905;0.0194514;0.0343621;SG3,SDG,TTS,HDG,
T230;79087;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;SG3,SDG,TTS,HDG,
T230;131811;0;0;0.00321322;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;SG3,SDG,TTS,HDG,
T230;184535;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;SG3,SDG,TTS,HDG,
T230;131811;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;SG3,SDG,TTS,HDG,
T230;184535;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG3,SDG,TTS,HDG,
T230;131811;0;0;0.00643204;0.00599204;0.0052236;0.0044619;0.00371934;0.00301968;0.00196477;SG3,SDG,TTS,HDG,
T230;158173;0;0;0.00720204;0.00676204;0.00599204;0.0052236;0.0044619;0.00371934;0.00196477;SG3,SDG,TTS,HDG,
T230;105449;0;0;0.00797204;0.00753204;0.00676204;0.00599204;0.0052236;0.0044619;0.00196477;SG3,SDG,TTS,HDG,
T230;158173;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;SG3,SDG,TTS,HDG,
T230;158173;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;SG3,SDG,TTS,HDG,
KM50;24899;0;0;0.00241314;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;GEBEITST,
KM50;24330;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
KM50;24330;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
KM50;48659;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;24330;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;21465;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
KM50;21465;0;0;0.00786204;0.00742204;0.00665204;0.00588204;0.00511421;0.00435446;0.00196477;GEBEITST,
KM50;20098;0;0;0.00371934;0.0033121;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;GEBEITST,
KM50;20098;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
K320;24330;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;11329;0;0;0.00610204;0.00566213;0.00489585;0.00414042;0.00341243;0.00274359;0.00196477;GEBEITST,
KM50;14005;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;GEBEITST,
KM50;14005;0;0;0.00764204;0.00720204;0.00643204;0.00566213;0.00489585;0.00414042;0.00196477;GEBEITST,
KM50;28011;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;14005;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;19041;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;GEBEITST,
KM50;19041;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;GEBEITST,
KM50;19041;0;0;0.00371934;0.0033121;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;GEBEITST,
KM50;38081;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
K320;21156;0;0;0.00196477;0.00203321;0.00240998;0.00450773;0.0104179;0.0212855;0.0368895;GEBEITST,
K320;21156;0;0;0.00257191;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;0.0104179;GEBEITST,
K320;21156;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
K320;21156;0;0;0.00775204;0.00731204;0.00654204;0.00577204;0.00500497;0.00424721;0.00196477;GEBEITST,
K320;21156;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM30;23272;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
KM70;7796;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
KM70;25387;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
LT70;24261;0;0;0.00639731;0.00923905;0.0145202;0.0273767;0.0450707;0.0676541;0.0951337;SG3,SDG,TTS,HDG,
LT70;24261;0;0;0.00301436;0.00404042;0.00639731;0.0145202;0.0273767;0.0450707;0.0676541;SG3,SDG,TTS,HDG,
LT70;24261;0;0;0.00203321;0.00227747;0.00301436;0.00639731;0.0145202;0.0273767;0.0450707;SG3,SDG,TTS,HDG,
LT70;24261;0;0;0.003616;0.00321322;0.00257191;0.00209667;0.00196477;0.00203321;0.00301436;SG3,SDG,TTS,HDG,
K320;169967;0;0;0.00371934;0.0033121;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;GEBEITST,
K320;158672;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
K320;158672;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
K320;132226;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
K320;132226;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
K320;158672;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;132226;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;132226;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
T230;23976;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GALTEC,SDG,BT2,HDG,
T230;23976;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GALTEC,SDG,BT2,HDG,
T230;47952;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GALTEC,SDG,BT2,HDG,
T230;23976;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GALTEC,SDG,BT2,HDG,
T230;23976;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GALTEC,SDG,BT2,HDG,
KM50;21156;0;0;0.00292537;0.00257191;0.00209667;0.00196477;0.00203321;0.00301436;0.00639731;GEBEITST,
KM50;21156;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
KM50;21156;0;0;0.00665204;0.00621204;0.00544262;0.00467823;0.0039284;0.00321322;0.00196477;GEBEITST,
KM50;21156;0;0;0.00742204;0.00698204;0.00621204;0.00544262;0.00467823;0.0039284;0.00196477;GEBEITST,
KM50;21156;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KN30;11732;0;0;0.00196477;0.00199442;0.00227747;0.00404042;0.00923905;0.0194514;0.0343621;SG3,SDG,TTS,HDG,
KN30;24332;0;0;0.00214847;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;0.0194514;SG3,SDG,TTS,HDG,
KN30;48664;0;0;0.00265631;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;SG3,SDG,TTS,HDG,
KN30;24332;0;0;0.00321322;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;SG3,SDG,TTS,HDG,
KN30;48664;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG3,SDG,TTS,HDG,
KN30;24332;0;0;0.00632204;0.00588204;0.00511421;0.00435446;0.003616;0.00292537;0.00196477;SG3,SDG,TTS,HDG,
KN30;24332;0;0;0.00709204;0.00665204;0.00588204;0.00511421;0.00435446;0.003616;0.00196477;SG3,SDG,TTS,HDG,
KN30;24332;0;0;0.00786204;0.00742204;0.00665204;0.00588204;0.00511421;0.00435446;0.00196477;SG3,SDG,TTS,HDG,
KN30;24332;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;SG3,SDG,TTS,HDG,
KN30;24332;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;SG3,SDG,TTS,HDG,
T210;20868;0;0;0.00203321;0.00227747;0.00301436;0.00639731;0.0145202;0.0273767;0.0450707;SG3,SDG,TTS,HDG,
T210;45083;0;0;0.00610204;0.00566213;0.00489585;0.00414042;0.00341243;0.00274359;0.00196477;SG3,SDG,TTS,HDG,
T210;45083;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;SG3,SDG,TTS,HDG,
T230;16612;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GALTEC,SDG,BT2,HDG,
T230;16612;0;0;0.00720204;0.00676204;0.00599204;0.0052236;0.0044619;0.00371934;0.00196477;GALTEC,SDG,BT2,HDG,
T230;55661;0;0;0.00643204;0.00599204;0.0052236;0.0044619;0.00371934;0.00301968;0.00196477;BAF_HNX,BAF,TTS,ELG,
T230;9697;0;0;0.00654204;0.00610204;0.00533308;0.00456995;0.00382354;0.00311568;0.00196477;BAF_HNX,BAF,BT2,ELG,
LK50;24330;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
TB60;12873;0;0;0.00698204;0.00654204;0.00577204;0.00500497;0.00424721;0.00351372;0.00196477;GALTEC,SDG,BT2,HDG,
K320;17914;0;0;0.00257191;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;0.0104179;GALTEC,SDG,BT2,HDG,
K320;17914;0;0;0.00698204;0.00654204;0.00577204;0.00500497;0.00424721;0.00351372;0.00196477;GALTEC,SDG,BT2,HDG,
L650;22325;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;CAPL,TTS,
T230;25349;0;0;0.00720204;0.00676204;0.00599204;0.0052236;0.0044619;0.00371934;0.00196477;BAF_HNX,BAF,TTS,ELG,
T230;50699;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;BAF_HNX,BAF,TTS,ELG,
TB50;29217;0;0;-0.18548;0.0194514;0.0273767;0.0450707;0.0676541;0.0951337;0.127512;SG3,SDG,TTS,HDG,
TB50;58434;0;0;0.00292537;0.00257191;0.00209667;0.00196477;0.00203321;0.00301436;0.00639731;SG3,SDG,TTS,HDG,
TB50;29217;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG3,SDG,TTS,HDG,
TB50;87651;0;0;0.00742204;0.00698204;0.00621204;0.00544262;0.00467823;0.0039284;0.00196477;SG3,SDG,TTS,HDG,
T250;25466;0;0;0.00665204;0.00621204;0.00544262;0.00467823;0.0039284;0.00321322;0.00196477;SG3,SDG,TTS,HDG,
T250;25466;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;SG3,SDG,TTS,HDG,
KM50;17579;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;GEBEITST,
KM50;31734;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
KM50;15867;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
KM50;31734;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
KM50;31734;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM50;47602;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM30;29619;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
KM30;29619;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
LK40;16925;0;0;0.00196477;0.00203321;0.00240998;0.00450773;0.0104179;0.0212855;0.0368895;GEBEITST,
LK40;16925;0;0;0.00257191;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;0.0104179;GEBEITST,
LK40;16925;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
LK40;16925;0;0;0.00775204;0.00731204;0.00654204;0.00577204;0.00500497;0.00424721;0.00196477;GEBEITST,
KM50;52891;0;0;0.00277186;0.00364156;0.00567697;0.0130556;0.0252471;0.0422437;0.0641281;GEBEITST,
KM50;52891;0;0;0.00199442;0.00217226;0.00277186;0.00567697;0.0130556;0.0252471;0.0422437;GEBEITST,
KM50;52891;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;GEBEITST,
KM50;52891;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;GEBEITST,
KM50;26445;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
KM50;26445;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
KM50;26445;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
L620;19825;0;0;0.00274359;0.00241314;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;GALTEC,SDG,TTS,HDG,
L620;19825;0;0;0.00341243;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;0.00364156;GALTEC,SDG,TTS,HDG,
L620;19825;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GALTEC,SDG,TTS,HDG,
L620;19825;0;0;0.00643204;0.00599204;0.0052236;0.0044619;0.00371934;0.00301968;0.00196477;GALTEC,SDG,TTS,HDG,
L620;19825;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GALTEC,SDG,TTS,HDG,
L620;19825;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GALTEC,SDG,TTS,HDG,
KM50;31734;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;GEBEITST,
KM50;31734;0;0;0.00371934;0.0033121;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;GEBEITST,
N710;72207;0;0;0.00450773;0.00639731;0.0104179;0.0212855;0.0368895;0.057376;0.082757;SG3,SDG,TTS,HDG,
N710;72207;0;0;0.00196477;0.00199442;0.00227747;0.00404042;0.00923905;0.0194514;0.0343621;SG3,SDG,TTS,HDG,
N710;72207;0;0;0.00241314;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;SG3,SDG,TTS,HDG,
N710;72207;0;0;0.00382354;0.00341243;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;SG3,SDG,TTS,HDG,
KM20;31734;0;0;-0.157756;0.0510236;0.0641281;0.0909081;0.122587;0.159165;0.200643;GEBEITST,
KM20;47602;0;0;-0.174753;0.031934;0.0422437;0.0641281;0.0909081;0.122587;0.159165;GEBEITST,
KM20;15867;0;0;0.0130556;0.0177148;0.0252471;0.0422437;0.0641281;0.0909081;0.122587;GEBEITST,
KM20;15867;0;0;0.00277186;0.00364156;0.00567697;0.0130556;0.0252471;0.0422437;0.0641281;GEBEITST,
KM20;15867;0;0;0.00199442;0.00217226;0.00277186;0.00567697;0.0130556;0.0252471;0.0422437;GEBEITST,
KM20;15867;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;GEBEITST,
KM20;15867;0;0;0.00241314;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;GEBEITST,
KM20;31734;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;GEBEITST,
KM20;31734;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
KM20;15867;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
KM30;16925;0;0;0.00567697;0.00817559;0.0130556;0.0252471;0.0422437;0.0641281;0.0909081;GEBEITST,
KM30;16925;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;GEBEITST,
KM30;16925;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
KM30;16925;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;30677;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
K320;30677;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
KM30;27503;0;0;0.00241314;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;GEBEITST,
KM30;27503;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
LT70;27855;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;SG3,SDG,TTS,HDG,
LT70;13927;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;SG3,SDG,TTS,HDG,
LT70;13927;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG3,SDG,TTS,HDG,
LT70;13927;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;SG3,SDG,TTS,HDG,
LT70;27855;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;SG3,SDG,TTS,HDG,
LT70;13927;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;SG3,SDG,TTS,HDG,
K320;344193;0;0;0.00567697;0.00817559;0.0130556;0.0252471;0.0422437;0.0641281;0.0909081;GEBEITST,
K320;126937;0;0;0.00277186;0.00364156;0.00567697;0.0130556;0.0252471;0.0422437;0.0641281;GEBEITST,
K320;393506;0;0;0.00199442;0.00217226;0.00277186;0.00567697;0.0130556;0.0252471;0.0422437;GEBEITST,
K320;215794;0;0;0.00241314;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;GEBEITST,
K320;152325;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;GEBEITST,
K320;380812;0;0;0.00371934;0.0033121;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;GEBEITST,
K320;152325;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
K320;215794;0;0;0.00599204;0.0055524;0.004787;0.00403409;0.0033121;0.00265631;0.00196477;GEBEITST,
K320;203100;0;0;0.00676204;0.00632204;0.0055524;0.004787;0.00403409;0.0033121;0.00196477;GEBEITST,
K320;342731;0;0;0.00753204;0.00709204;0.00632204;0.0055524;0.004787;0.00403409;0.00196477;GEBEITST,
K320;266569;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;355425;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;203100;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
T230;57468;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;CAPL,TTS,ELG,
T230;83723;0;0;0.00196477;0.00199442;0.00227747;0.00404042;0.00923905;0.0194514;0.0343621;CAPL,TTS,ELG,
T230;83723;0;0;0.00214847;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;0.0194514;CAPL,TTS,ELG,
T230;83723;0;0;0.00265631;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;CAPL,TTS,ELG,
T230;83723;0;0;0.0033121;0.00292537;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;CAPL,TTS,ELG,
T230;83723;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;CAPL,TTS,ELG,
T230;83723;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;CAPL,TTS,ELG,
KK50;19281;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
KK50;19281;0;0;0.00742204;0.00698204;0.00621204;0.00544262;0.00467823;0.0039284;0.00196477;GEBEITST,
KK50;19337;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
T230;12842;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;BAF_HNX,BAF,TTS,ELG,
T230;250020;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;BAF_HNX,BAF,TTS,ELG,
T230;218767;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;BAF_HNX,BAF,TTS,ELG,
T230;218767;0;0;0.00643204;0.00599204;0.0052236;0.0044619;0.00371934;0.00301968;0.00196477;BAF_HNX,BAF,TTS,ELG,
LK70;32078;0;0;0.00382354;0.00341243;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;SG3,SDG,TTS,HDG,
LK70;16039;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;SG3,SDG,TTS,HDG,
KK50;21485;0;0;0.00301436;0.00404042;0.00639731;0.0145202;0.0273767;0.0450707;0.0676541;GEBEITST,
KK50;21485;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
LT70;22347;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;SG3,SDG,TTS,HDG,
LT70;22347;0;0;0.00720204;0.00676204;0.00599204;0.0052236;0.0044619;0.00371934;0.00196477;SG3,SDG,TTS,HDG,
